SL,Desc,UH
des con m3p,desiderative conditional middle third-person plural,{kartari;lfN;pra;bahu;AtmanepadI;;#;san}
des con p1s,desiderative conditional passive first-person singular,{karmaRi;lfN;u;eka;AtmanepadI;;#;san}
des con p1d,desiderative conditional passive first-person dual,{karmaRi;lfN;u;dvi;AtmanepadI;;#;san}
des con p1p,desiderative conditional passive first-person plural,{karmaRi;lfN;u;bahu;AtmanepadI;;#;san}
des con p2s,desiderative conditional passive second-person singular,{karmaRi;lfN;ma;eka;AtmanepadI;;#;san}
des con p2d,desiderative conditional passive second-person dual,{karmaRi;lfN;ma;dvi;AtmanepadI;;#;san}
des con p2p,desiderative conditional passive second-person plural,{karmaRi;lfN;ma;bahu;AtmanepadI;;#;san}
des con p3s,desiderative conditional passive third-person singular,{karmaRi;lfN;pra;eka;AtmanepadI;;#;san}
des con p3d,desiderative conditional passive third-person dual,{karmaRi;lfN;pra;dvi;AtmanepadI;;#;san}
des con p3p,desiderative conditional passive third-person plural,{karmaRi;lfN;pra;bahu;AtmanepadI;;#;san}
des prf a1s,desiderative perfect-indicative active first-person singular,{kartari;liw;u;eka;parasmEpadI;;#;san}
des prf a1d,desiderative perfect-indicative active first-person dual,{kartari;liw;u;dvi;parasmEpadI;;#;san}
des prf a1p,desiderative perfect-indicative active first-person plural,{kartari;liw;u;bahu;parasmEpadI;;#;san}
des prf a2s,desiderative perfect-indicative active second-person singular,{kartari;liw;ma;eka;parasmEpadI;;#;san}
des prf a2d,desiderative perfect-indicative active second-person dual,{kartari;liw;ma;dvi;parasmEpadI;;#;san}
des prf a2p,desiderative perfect-indicative active second-person plural,{kartari;liw;ma;bahu;parasmEpadI;;#;san}
des prf a3s,desiderative perfect-indicative active third-person singular,{kartari;liw;pra;eka;parasmEpadI;;#;san}
des prf a3d,desiderative perfect-indicative active third-person dual,{kartari;liw;pra;dvi;parasmEpadI;;#;san}
des prf a3p,desiderative perfect-indicative active third-person plural,{kartari;liw;pra;bahu;parasmEpadI;;#;san}
des prf m1s,desiderative perfect-indicative middle first-person singular,{kartari;liw;u;eka;AtmanepadI;;#;san}
des prf m1d,desiderative perfect-indicative middle first-person dual,{kartari;liw;u;dvi;AtmanepadI;;#;san}
des prf m1p,desiderative perfect-indicative middle first-person plural,{kartari;liw;u;bahu;AtmanepadI;;#;san}
des prf m2s,desiderative perfect-indicative middle second-person singular,{kartari;liw;ma;eka;AtmanepadI;;#;san}
des prf m2d,desiderative perfect-indicative middle second-person dual,{kartari;liw;ma;dvi;AtmanepadI;;#;san}
des prf m2p,desiderative perfect-indicative middle second-person plural,{kartari;liw;ma;bahu;AtmanepadI;;#;san}
des prf m3s,desiderative perfect-indicative middle third-person singular,{kartari;liw;pra;eka;AtmanepadI;;#;san}
des prf m3d,desiderative perfect-indicative middle third-person dual,{kartari;liw;pra;dvi;AtmanepadI;;#;san}
des prf m3p,desiderative perfect-indicative middle third-person plural,{kartari;liw;pra;bahu;AtmanepadI;;#;san}
des prf p1s,desiderative perfect-indicative passive first-person singular,{karmaRi;liw;u;eka;AtmanepadI;;#;san}
des prf p1d,desiderative perfect-indicative passive first-person dual,{karmaRi;liw;u;dvi;AtmanepadI;;#;san}
des prf p1p,desiderative perfect-indicative passive first-person plural,{karmaRi;liw;u;bahu;AtmanepadI;;#;san}
des prf p2s,desiderative perfect-indicative passive second-person singular,{karmaRi;liw;ma;eka;AtmanepadI;;#;san}
des prf p2d,desiderative perfect-indicative passive second-person dual,{karmaRi;liw;ma;dvi;AtmanepadI;;#;san}
des prf p2p,desiderative perfect-indicative passive second-person plural,{karmaRi;liw;ma;bahu;AtmanepadI;;#;san}
des prf p3s,desiderative perfect-indicative passive third-person singular,{karmaRi;liw;pra;eka;AtmanepadI;;#;san}
des prf p3d,desiderative perfect-indicative passive third-person dual,{karmaRi;liw;pra;dvi;AtmanepadI;;#;san}
des prf p3p,desiderative perfect-indicative passive third-person plural,{karmaRi;liw;pra;bahu;AtmanepadI;;#;san}
des ppf a1s,desiderative pluperfect-indicative active first-person singular,{kartari;laN;u;eka;parasmEpadI;;#;san}
des ppf a1d,desiderative pluperfect-indicative active first-person dual,{kartari;laN;u;dvi;parasmEpadI;;#;san}
des ppf a1p,desiderative pluperfect-indicative active first-person plural,{kartari;laN;u;bahu;parasmEpadI;;#;san}
des ppf a2s,desiderative pluperfect-indicative active second-person singular,{kartari;laN;ma;eka;parasmEpadI;;#;san}
des ppf a2d,desiderative pluperfect-indicative active second-person dual,{kartari;laN;ma;dvi;parasmEpadI;;#;san}
des ppf a2p,desiderative pluperfect-indicative active second-person plural,{kartari;laN;ma;bahu;parasmEpadI;;#;san}
des ppf a3s,desiderative pluperfect-indicative active third-person singular,{kartari;laN;pra;eka;parasmEpadI;;#;san}
des ppf a3d,desiderative pluperfect-indicative active third-person dual,{kartari;laN;pra;dvi;parasmEpadI;;#;san}
des ppf a3p,desiderative pluperfect-indicative active third-person plural,{kartari;laN;pra;bahu;parasmEpadI;;#;san}
des ppf m1s,desiderative pluperfect-indicative middle first-person singular,{kartari;laN;u;eka;AtmanepadI;;#;san}
des ppf m1d,desiderative pluperfect-indicative middle first-person dual,{kartari;laN;u;dvi;AtmanepadI;;#;san}
des ppf m1p,desiderative pluperfect-indicative middle first-person plural,{kartari;laN;u;bahu;AtmanepadI;;#;san}
des ppf m2s,desiderative pluperfect-indicative middle second-person singular,{kartari;laN;ma;eka;AtmanepadI;;#;san}
des ppf m2d,desiderative pluperfect-indicative middle second-person dual,{kartari;laN;ma;dvi;AtmanepadI;;#;san}
des ppf m2p,desiderative pluperfect-indicative middle second-person plural,{kartari;laN;ma;bahu;AtmanepadI;;#;san}
des ppf m3s,desiderative pluperfect-indicative middle third-person singular,{kartari;laN;pra;eka;AtmanepadI;;#;san}
des ppf m3d,desiderative pluperfect-indicative middle third-person dual,{kartari;laN;pra;dvi;AtmanepadI;;#;san}
des ppf m3p,desiderative pluperfect-indicative middle third-person plural,{kartari;laN;pra;bahu;AtmanepadI;;#;san}
des ppf p1s,desiderative pluperfect-indicative passive first-person singular,{karmaRi;laN;u;eka;AtmanepadI;;#;san}
des ppf p1d,desiderative pluperfect-indicative passive first-person dual,{karmaRi;laN;u;dvi;AtmanepadI;;#;san}
des ppf p1p,desiderative pluperfect-indicative passive first-person plural,{karmaRi;laN;u;bahu;AtmanepadI;;#;san}
des ppf p2s,desiderative pluperfect-indicative passive second-person singular,{karmaRi;laN;ma;eka;AtmanepadI;;#;san}
des ppf p2d,desiderative pluperfect-indicative passive second-person dual,{karmaRi;laN;ma;dvi;AtmanepadI;;#;san}
des ppf p2p,desiderative pluperfect-indicative passive second-person plural,{karmaRi;laN;ma;bahu;AtmanepadI;;#;san}
des ppf p3s,desiderative pluperfect-indicative passive third-person singular,{karmaRi;laN;pra;eka;AtmanepadI;;#;san}
des ppf p3d,desiderative pluperfect-indicative passive third-person dual,{karmaRi;laN;pra;dvi;AtmanepadI;;#;san}
des ppf p3p,desiderative pluperfect-indicative passive third-person plural,{karmaRi;laN;pra;bahu;AtmanepadI;;#;san}
des aor[redup] a1s,desiderative aorist-indicative reduplicated-aorist active first-person singular,{kartari;luN;u;eka;parasmEpadI;caN;#;san}
des aor[redup] a1d,desiderative aorist-indicative reduplicated-aorist active first-person dual,{kartari;luN;u;dvi;parasmEpadI;caN;#;san}
des aor[redup] a1p,desiderative aorist-indicative reduplicated-aorist active first-person plural,{kartari;luN;u;bahu;parasmEpadI;caN;#;san}
des aor[redup] a2s,desiderative aorist-indicative reduplicated-aorist active second-person singular,{kartari;luN;ma;eka;parasmEpadI;caN;#;san}
des aor[redup] a2d,desiderative aorist-indicative reduplicated-aorist active second-person dual,{kartari;luN;ma;dvi;parasmEpadI;caN;#;san}
des aor[redup] a2p,desiderative aorist-indicative reduplicated-aorist active second-person plural,{kartari;luN;ma;bahu;parasmEpadI;caN;#;san}
des aor[redup] a3s,desiderative aorist-indicative reduplicated-aorist active third-person singular,{kartari;luN;pra;eka;parasmEpadI;caN;#;san}
des aor[redup] a3d,desiderative aorist-indicative reduplicated-aorist active third-person dual,{kartari;luN;pra;dvi;parasmEpadI;caN;#;san}
des aor[redup] a3p,desiderative aorist-indicative reduplicated-aorist active third-person plural,{kartari;luN;pra;bahu;parasmEpadI;caN;#;san}
des aor[redup] m1s,desiderative aorist-indicative reduplicated-aorist middle first-person singular,{kartari;luN;u;eka;AtmanepadI;caN;#;san}
des aor[redup] m1d,desiderative aorist-indicative reduplicated-aorist middle first-person dual,{kartari;luN;u;dvi;AtmanepadI;caN;#;san}
des aor[redup] m1p,desiderative aorist-indicative reduplicated-aorist middle first-person plural,{kartari;luN;u;bahu;AtmanepadI;caN;#;san}
des aor[redup] m2s,desiderative aorist-indicative reduplicated-aorist middle second-person singular,{kartari;luN;ma;eka;AtmanepadI;caN;#;san}
des aor[redup] m2d,desiderative aorist-indicative reduplicated-aorist middle second-person dual,{kartari;luN;ma;dvi;AtmanepadI;caN;#;san}
des aor[redup] m2p,desiderative aorist-indicative reduplicated-aorist middle second-person plural,{kartari;luN;ma;bahu;AtmanepadI;caN;#;san}
des aor[redup] m3s,desiderative aorist-indicative reduplicated-aorist middle third-person singular,{kartari;luN;pra;eka;AtmanepadI;caN;#;san}
des aor[redup] m3d,desiderative aorist-indicative reduplicated-aorist middle third-person dual,{kartari;luN;pra;dvi;AtmanepadI;caN;#;san}
des aor[redup] m3p,desiderative aorist-indicative reduplicated-aorist middle third-person plural,{kartari;luN;pra;bahu;AtmanepadI;caN;#;san}
des aor[redup] p1s,desiderative aorist-indicative reduplicated-aorist passive first-person singular,{karmaRi;luN;u;eka;AtmanepadI;caN;#;san}
des aor[redup] p1d,desiderative aorist-indicative reduplicated-aorist passive first-person dual,{karmaRi;luN;u;dvi;AtmanepadI;caN;#;san}
des aor[redup] p1p,desiderative aorist-indicative reduplicated-aorist passive first-person plural,{karmaRi;luN;u;bahu;AtmanepadI;caN;#;san}
des aor[redup] p2s,desiderative aorist-indicative reduplicated-aorist passive second-person singular,{karmaRi;luN;ma;eka;AtmanepadI;caN;#;san}
des aor[redup] p2d,desiderative aorist-indicative reduplicated-aorist passive second-person dual,{karmaRi;luN;ma;dvi;AtmanepadI;caN;#;san}
des aor[redup] p2p,desiderative aorist-indicative reduplicated-aorist passive second-person plural,{karmaRi;luN;ma;bahu;AtmanepadI;caN;#;san}
des aor[redup] p3s,desiderative aorist-indicative reduplicated-aorist passive third-person singular,{karmaRi;luN;pra;eka;AtmanepadI;caN;#;san}
des aor[redup] p3d,desiderative aorist-indicative reduplicated-aorist passive third-person dual,{karmaRi;luN;pra;dvi;AtmanepadI;caN;#;san}
des aor[redup] p3p,desiderative aorist-indicative reduplicated-aorist passive third-person plural,{karmaRi;luN;pra;bahu;AtmanepadI;caN;#;san}
des aop a1s,desiderative aorist-optative active first-person singular,{kartari;ASIrliN;u;eka;parasmEpadI;;#;san}
des aop a1d,desiderative aorist-optative active first-person dual,{kartari;ASIrliN;u;dvi;parasmEpadI;;#;san}
des aop a1p,desiderative aorist-optative active first-person plural,{kartari;ASIrliN;u;bahu;parasmEpadI;;#;san}
des aop a2s,desiderative aorist-optative active second-person singular,{kartari;ASIrliN;ma;eka;parasmEpadI;;#;san}
des aop a2d,desiderative aorist-optative active second-person dual,{kartari;ASIrliN;ma;dvi;parasmEpadI;;#;san}
des aop a2p,desiderative aorist-optative active second-person plural,{kartari;ASIrliN;ma;bahu;parasmEpadI;;#;san}
des aop a3s,desiderative aorist-optative active third-person singular,{kartari;ASIrliN;pra;eka;parasmEpadI;;#;san}
des aop a3d,desiderative aorist-optative active third-person dual,{kartari;ASIrliN;pra;dvi;parasmEpadI;;#;san}
des aop a3p,desiderative aorist-optative active third-person plural,{kartari;ASIrliN;pra;bahu;parasmEpadI;;#;san}
des aop m1s,desiderative aorist-optative middle first-person singular,{kartari;ASIrliN;u;eka;AtmanepadI;;#;san}
des aop m1d,desiderative aorist-optative middle first-person dual,{kartari;ASIrliN;u;dvi;AtmanepadI;;#;san}
des aop m1p,desiderative aorist-optative middle first-person plural,{kartari;ASIrliN;u;bahu;AtmanepadI;;#;san}
des aop m2s,desiderative aorist-optative middle second-person singular,{kartari;ASIrliN;ma;eka;AtmanepadI;;#;san}
des aop m2d,desiderative aorist-optative middle second-person dual,{kartari;ASIrliN;ma;dvi;AtmanepadI;;#;san}
des aop m2p,desiderative aorist-optative middle second-person plural,{kartari;ASIrliN;ma;bahu;AtmanepadI;;#;san}
des aop m3s,desiderative aorist-optative middle third-person singular,{kartari;ASIrliN;pra;eka;AtmanepadI;;#;san}
des aop m3d,desiderative aorist-optative middle third-person dual,{kartari;ASIrliN;pra;dvi;AtmanepadI;;#;san}
des aop m3p,desiderative aorist-optative middle third-person plural,{kartari;ASIrliN;pra;bahu;AtmanepadI;;#;san}
des aop p1s,desiderative aorist-optative passive first-person singular,{karmaRi;ASIrliN;u;eka;AtmanepadI;;#;san}
des aop p1d,desiderative aorist-optative passive first-person dual,{karmaRi;ASIrliN;u;dvi;AtmanepadI;;#;san}
des aop p1p,desiderative aorist-optative passive first-person plural,{karmaRi;ASIrliN;u;bahu;AtmanepadI;;#;san}
des aop p2s,desiderative aorist-optative passive second-person singular,{karmaRi;ASIrliN;ma;eka;AtmanepadI;;#;san}
des aop p2d,desiderative aorist-optative passive second-person dual,{karmaRi;ASIrliN;ma;dvi;AtmanepadI;;#;san}
des aop p2p,desiderative aorist-optative passive second-person plural,{karmaRi;ASIrliN;ma;bahu;AtmanepadI;;#;san}
des aop p3s,desiderative aorist-optative passive third-person singular,{karmaRi;ASIrliN;pra;eka;AtmanepadI;;#;san}
des aop p3d,desiderative aorist-optative passive third-person dual,{karmaRi;ASIrliN;pra;dvi;AtmanepadI;;#;san}
des aop p3p,desiderative aorist-optative passive third-person plural,{karmaRi;ASIrliN;pra;bahu;AtmanepadI;;#;san}
des asb[redup] a1s,desiderative aorist-subjunctive reduplicated-aorist active first-person singular,{kartari;lew;u;eka;parasmEpadI;caN;#;san}
des asb[redup] a1d,desiderative aorist-subjunctive reduplicated-aorist active first-person dual,{kartari;lew;u;dvi;parasmEpadI;caN;#;san}
des asb[redup] a1p,desiderative aorist-subjunctive reduplicated-aorist active first-person plural,{kartari;lew;u;bahu;parasmEpadI;caN;#;san}
des asb[redup] a2s,desiderative aorist-subjunctive reduplicated-aorist active second-person singular,{kartari;lew;ma;eka;parasmEpadI;caN;#;san}
des asb[redup] a2d,desiderative aorist-subjunctive reduplicated-aorist active second-person dual,{kartari;lew;ma;dvi;parasmEpadI;caN;#;san}
des asb[redup] a2p,desiderative aorist-subjunctive reduplicated-aorist active second-person plural,{kartari;lew;ma;bahu;parasmEpadI;caN;#;san}
des asb[redup] a3s,desiderative aorist-subjunctive reduplicated-aorist active third-person singular,{kartari;lew;pra;eka;parasmEpadI;caN;#;san}
des asb[redup] a3d,desiderative aorist-subjunctive reduplicated-aorist active third-person dual,{kartari;lew;pra;dvi;parasmEpadI;caN;#;san}
des asb[redup] a3p,desiderative aorist-subjunctive reduplicated-aorist active third-person plural,{kartari;lew;pra;bahu;parasmEpadI;caN;#;san}
des asb[redup] m1s,desiderative aorist-subjunctive reduplicated-aorist middle first-person singular,{kartari;lew;u;eka;AtmanepadI;caN;#;san}
des asb[redup] m1d,desiderative aorist-subjunctive reduplicated-aorist middle first-person dual,{kartari;lew;u;dvi;AtmanepadI;caN;#;san}
des asb[redup] m1p,desiderative aorist-subjunctive reduplicated-aorist middle first-person plural,{kartari;lew;u;bahu;AtmanepadI;caN;#;san}
des asb[redup] m2s,desiderative aorist-subjunctive reduplicated-aorist middle second-person singular,{kartari;lew;ma;eka;AtmanepadI;caN;#;san}
des asb[redup] m2d,desiderative aorist-subjunctive reduplicated-aorist middle second-person dual,{kartari;lew;ma;dvi;AtmanepadI;caN;#;san}
des asb[redup] m2p,desiderative aorist-subjunctive reduplicated-aorist middle second-person plural,{kartari;lew;ma;bahu;AtmanepadI;caN;#;san}
des asb[redup] m3s,desiderative aorist-subjunctive reduplicated-aorist middle third-person singular,{kartari;lew;pra;eka;AtmanepadI;caN;#;san}
des asb[redup] m3d,desiderative aorist-subjunctive reduplicated-aorist middle third-person dual,{kartari;lew;pra;dvi;AtmanepadI;caN;#;san}
des asb[redup] m3p,desiderative aorist-subjunctive reduplicated-aorist middle third-person plural,{kartari;lew;pra;bahu;AtmanepadI;caN;#;san}
des asb[redup] p1s,desiderative aorist-subjunctive reduplicated-aorist passive first-person singular,{karmaRi;lew;u;eka;AtmanepadI;caN;#;san}
